6,1.33161,1.63596,0.875974,-1.6778,3.10634,2.41417,-1.84742
17,-0.0743702,-4.71475,0.249768,2.93532,1.40976,1.25097,-2.64381
18,-0.302364,1.7244,-2.44234,3.46511,0.449792,2.49378,-0.0743625
21,1.17759,-0.721654,-1.38712,7.61985,1.06929,2.64295,-3.73481
22,-2.42395,-0.698501,0.14603,0.630106,2.99056,3.18419,0.779473
23,0.135714,-0.753757,-2.19615,1.03928,0.580538,2.08662,0.227309
26,-0.300698,-0.513603,0.921006,1.37817,2.27475,-2.93403,0.745336
34,-0.0343679,-1.33281,2.3291,2.86276,0.825239,2.30033,1.06267
39,1.28674,-2.42952,0.956133,1.47754,4.78638,2.51935,-3.38236
41,-0.35419,-2.02404,1.36698,3.23362,0.992669,2.74092,1.52561
43,0.807854,0.752707,0.179226,1.45158,-1.61186,0.184906,-2.77627
44,3.93036,2.75441,-2.66795,1.42825,0.0927612,2.62727,1.09579
55,2.0328,-0.641021,-2.40969,2.93613,1.67548,2.28735,-0.904589
65,-3.5679,1.04374,2.5634,0.437277,1.67852,2.07198,-5.31384
67,-1.56976,1.05986,1.51888,1.6661,3.06893,2.76946,-1.48035
77,0.913367,0.238228,-0.866453,0.411079,0.777247,0.269082,-0.690558
83,1.41035,-6.23511,0.606679,2.78153,0.188419,1.78747,-1.65557
87,0.523551,-0.785293,0.307177,-0.773882,1.22045,1.35549,-1.3297
89,1.28832,0.118324,-2.03989,1.25421,0.421781,0.0643522,0.273823
95,1.3726,-0.816191,-1.13803,1.94896,-0.222232,1.65216,-0.561915
97,1.80337,-0.976044,-1.54692,0.926305,3.13968,3.40146,-0.683223
100,-1.58138,-0.759501,0.13536,1.88182,1.99805,0.286883,0.729362
104,-1.57256,-0.00904244,1.96944,1.88446,0.977656,2.12752,-0.655249
111,-1.21307,-0.24908,-0.00247836,2.5096,1.49853,-0.362617,0.755574
120,-3.83587,-0.838796,1.41286,2.25127,-0.343721,1.66132,0.946562
126,-2.24548,-0.0477014,0.250696,0.771605,2.243,3.37886,-0.687587
127,-3.71553,0.00264157,1.68365,0.0940395,3.19244,4.43609,-1.0138
136,0.0197205,-0.591226,-1.73924,0.00120828,0.695053,1.30726,-0.0184533
139,0.0310541,0.563083,0.380778,1.30872,0.31711,-2.33633,0.435549
142,1.25949,-0.557898,-2.57877,-0.48897,2.58122,0.489467,-0.232605
146,1.34856,-2.62931,0.688815,4.57968,3.79394,-0.4145,0.178614
148,1.46031,1.89224,-1.42119,-0.421416,0.514115,3.38752,0.231571
150,1.18755,-3.48874,-0.0249815,1.05635,2.16724,1.19113,-1.40785
153,-3.80769,0.218192,1.47691,-0.0156621,3.14111,3.13373,0.216348
156,1.94987,-0.78061,-3.13447,0.115947,0.418512,1.37814,-1.72995
161,3.25691,0.976144,-0.403344,6.29787,-4.28328,3.49926,-5.8646
162,0.600956,-1.30468,0.785337,1.77136,1.12384,2.34786,1.41379
163,1.36093,-0.969685,-2.87448,0.905056,-0.131909,1.61209,0.135906
165,-0.348625,1.83615,-0.191223,3.54938,-0.850151,1.65662,-3.65189
167,0.648403,-0.597958,-0.348552,1.20565,0.685867,-2.21295,2.03225
168,2.21435,-0.0293264,-1.64331,3.37537,-0.310932,1.0103,-0.733332
170,0.892741,-2.57026,0.686403,2.20201,-0.332588,1.40297,-1.84103
190,-0.433011,-1.47376,1.06234,0.988939,0.219545,0.924712,2.11838
194,-2.93762,-0.707788,1.11177,0.697301,0.991533,0.848923,0.388504
195,1.30099,-1.28559,0.443455,1.21646,0.411153,4.16975,-3.54854
197,-1.67418,0.396477,1.07588,1.09284,1.38409,-0.404407,-0.199555
201,-4.38986,0.185576,2.3275,0.949381,2.20785,3.76163,0.288005
202,1.10365,-3.01614,2.01913,1.74641,2.76166,2.87456,-3.30201
206,-4.32795,-0.870679,-0.254844,0.357469,3.3276,1.79599,2.48368
207,4.49097,-0.329475,-1.27403,3.15929,4.45074,0.268904,-2.13557
210,-0.66382,-0.801457,0.024577,3.52623,1.78174,0.938911,1.01006
