172,-0.125752,0.0246447,0.00325581,1.45697,-0.178902,-0.131764,2.08377
204,0.237406,-0.743632,1.89278,1.36601,1.26545,1.09501,1.02398
220,0.305715,-0.481595,-0.114757,2.18198,3.87957,1.76245,-3.67556
224,0.624839,-0.786826,0.907733,-0.350257,0.653573,2.56937,-1.48045
251,5.18962,-0.380352,0.674041,2.7119,4.22695,3.6775,-2.08801
295,0.591232,-0.00195466,1.19556,1.80464,-0.309609,2.28009,-0.344143
310,1.64892,1.89223,1.23609,0.766091,3.40239,6.00885,-2.48663
332,0.597812,0.0764249,-0.111259,0.804401,1.3829,3.45301,-2.40455
392,0.490259,-0.285924,2.28268,-0.0995319,-0.0340516,2.12439,-2.24544
406,1.10897,0.0346566,1.01351,-0.134654,3.02465,3.41155,-2.09618
417,3.85033,2.17436,1.59018,0.749111,1.43218,5.00049,-1.27022
436,1.3806,0.725325,-0.457332,1.64111,3.02388,3.55767,-2.30273
443,0.217791,0.380548,-0.449453,2.31827,1.96064,0.0321014,0.0838003
444,0.494241,1.96183,1.43675,-0.428753,0.946644,3.49694,-1.98935
461,-0.107115,1.36018,-0.262723,1.43087,2.11251,1.95456,-2.75004
499,0.215018,-0.540549,-0.423472,2.21089,1.23023,0.780281,-2.43137
500,1.66867,2.70402,0.35248,0.10585,2.07464,3.59902,-1.68556
598,0.0809706,0.311422,2.10226,1.28484,1.43437,1.05091,-3.74037
633,-0.202375,-0.594789,0.363909,0.89956,1.54878,2.9907,-2.00496
643,0.0361091,-0.603547,1.0288,2.84648,3.72899,2.68701,-4.39901
659,-0.140943,1.09209,0.269283,0.584294,1.5405,0.526874,-3.26359
682,-0.449584,-0.39343,0.021157,-0.385499,1.66277,0.354489,-1.28217
717,0.337684,-0.412042,-0.2134,1.96574,0.272895,3.65849,-1.85506
781,1.081,-0.648707,1.23745,0.314276,0.463345,2.5243,-1.69186
846,-0.271943,-0.762936,1.08655,0.753759,0.500655,1.60871,-2.68067
900,0.459343,-0.485814,1.26299,2.14245,0.237014,3.49654,-3.06521
903,2.89277,0.900971,-0.41861,4.59194,-0.466122,2.21569,-1.78733
908,-0.477195,-0.563954,3.05565,1.07908,-0.30191,0.972848,-1.20318
911,-0.350125,2.72611,0.368017,1.63011,-0.45624,1.86747,-2.63027
1068,0.967456,-0.68438,-0.39476,1.39421,0.678412,-0.429659,-1.84571
1076,-0.272869,0.791424,-0.0315856,1.65389,0.0419746,2.26429,0.374244
1109,0.778994,-0.637064,0.730898,-0.0623574,1.01676,2.5489,-1.47882
1114,2.44958,1.37339,-0.222664,2.73606,-0.286664,2.35381,-1.37786
1175,0.0875771,-0.274183,2.0166,-0.402175,4.10758,3.99148,-3.34677
1223,1.34868,-0.733837,1.38923,-0.467377,4.52372,3.61867,-2.4261
1250,0.846645,0.866249,0.454976,1.21459,0.76561,2.6671,-2.12801
1347,0.580659,-0.231516,0.326244,1.83814,0.00256832,0.665209,-1.22633
1363,1.94803,-0.775652,0.714294,2.22328,-0.0189784,0.81596,-1.30138
1378,-0.304166,1.80014,1.9265,0.488339,2.49445,4.02089,-3.77705
1425,1.3925,0.86044,0.232168,-0.302856,1.87671,0.963957,-1.52728
1439,0.0126112,0.348715,0.193005,-0.134781,-0.198722,1.62222,1.21364
1466,3.25566,-0.919477,0.0482533,3.20255,1.14266,4.39235,-1.31243
1478,2.50991,0.716845,0.743015,0.984578,4.02707,4.30078,-2.27961
1482,0.00094389,1.70223,0.443003,1.02875,1.50571,2.5454,-0.345829
1506,0.352828,-0.855003,0.468818,2.70806,0.534934,-0.452463,-3.28243
1553,1.22813,-0.278374,-0.018929,0.849223,4.32503,0.693525,-3.11816
1580,1.30434,0.253234,0.52782,0.225409,2.84393,3.22594,-1.86458
1588,0.556039,1.53653,-0.343907,2.15344,0.0613623,1.62238,-2.11081
1594,0.135239,-0.675897,2.41153,1.60423,0.217143,4.74391,-2.95661
1600,0.512557,0.22411,0.337204,1.79926,-0.313148,0.667614,-2.15602
1628,-0.480233,-0.778169,0.626619,0.525056,-0.455262,-0.0452034,2.60226
1723,0.0840061,0.501949,0.393968,0.832274,4.04795,2.50519,-3.31482
1817,0.0961219,1.55395,0.934922,3.38386,-0.229692,1.60759,-1.32851
1924,0.872366,0.173314,-0.190436,0.138101,2.87231,2.02409,-1.7574
1925,-0.0742652,-0.922034,0.988268,-0.238597,1.74309,0.483902,-2.18817
1993,1.07495,0.664999,-0.426342,1.31777,3.45673,1.91462,-2.58915
2003,0.430265,2.58052,0.469364,0.93806,1.33932,2.57904,-2.7229
2009,-0.288879,-0.779341,1.01342,1.22057,1.67427,0.0676099,-0.871922
2131,2.61756,0.0819242,-0.364518,1.38766,0.909088,2.26955,-0.704888
2166,-0.0620902,-0.213947,-0.242226,2.85039,1.90828,-0.247001,0.217774
2182,1.58738,-0.449551,1.15452,0.349009,0.417567,2.53052,-1.40033
2200,1.65744,1.9238,1.44757,2.06975,1.71458,4.5145,-2.89604
2208,1.8671,0.0361329,-0.0162613,-0.134034,3.79091,3.25151,-1.49411
2225,0.103848,2.43074,-0.228728,1.31564,0.465299,-0.456344,-2.76209
2283,1.19905,0.495285,0.521777,2.33957,0.305641,-0.0457519,-2.8201
2308,2.01812,0.00281875,1.57051,1.48438,3.53871,3.70167,-3.32814
2320,0.660224,3.21976,0.0361015,0.405034,2.7331,1.93729,-2.81142
2376,-0.00900491,0.917776,2.49082,0.240666,0.251475,3.34767,-2.72695
2398,-0.35694,-0.727583,0.055782,0.712722,2.91059,1.71668,-0.489938
2429,2.77424,0.511253,0.480234,-0.255944,2.47079,5.55232,-0.541019
2442,-0.0384328,-0.0667703,0.655297,-0.151569,1.43252,2.30284,-3.56519
2470,2.20007,-0.409746,2.41994,-0.189508,2.9076,7.19337,-1.87234
2476,-0.105491,0.935525,1.04637,1.20257,2.94751,0.634563,-1.04801
2503,1.17618,0.384985,-0.0546834,0.117879,0.565896,3.9918,-4.605
2576,-0.45696,2.00969,0.831394,1.58627,1.62412,1.98339,-3.52552
2618,-0.416799,0.976142,1.82698,2.33375,3.04835,3.20408,-4.7508
2623,0.768715,0.748816,0.760318,0.731431,0.777213,2.0945,-2.08933
2657,-0.495101,-0.421046,0.26411,0.295675,2.02274,-0.040585,1.0705
2683,0.685921,0.234626,0.200582,0.136438,1.5613,2.28729,-1.4058
2697,-0.416442,-0.830728,0.608911,0.270528,4.54005,2.80394,-1.63693
2704,1.73883,1.45091,1.73874,-0.11916,2.63639,4.26359,-2.28651
2732,1.12972,0.121569,0.356868,0.893844,2.02042,1.26494,-2.18234
2802,-0.247332,1.51099,0.774613,1.09946,-0.302207,2.79259,-2.17571
2803,3.49496,0.399268,-0.13281,0.370993,2.62088,2.75944,-0.692937
2804,1.20597,-0.0797639,1.86187,1.25883,1.20347,2.42393,-2.90405
2809,0.559663,-0.927132,0.569996,1.7009,1.01427,2.13854,-2.22916
2830,2.11561,0.452521,-0.0652219,0.284833,2.18129,3.24762,-1.20066
2902,2.11048,0.100441,0.697833,0.0812161,1.02458,2.35977,-1.04488
2910,-0.44748,-0.441143,-0.146594,1.67204,-0.0273581,-0.212057,-0.576523
2936,3.44413,3.77217,0.63524,-0.126255,2.14536,4.26642,-1.03274
2944,0.364721,1.22486,-0.298153,1.30372,0.473783,0.34917,-1.11504
2951,0.0320362,0.489961,-0.398355,0.283366,-0.00144268,0.0697427,-1.48459
2958,0.636532,-0.467591,0.172401,1.37141,0.307764,-0.401395,1.54103
2978,0.743123,-0.0427519,0.402651,-0.0322462,2.86939,2.79091,-2.16096
3018,1.00694,0.0676314,0.477401,0.574209,0.270918,2.64987,-1.27553
3039,-0.188985,2.97571,-0.215148,0.171247,-0.372199,2.76683,-1.43191
3076,0.958808,0.819666,2.05736,1.30962,1.10977,1.1842,-4.18534
3091,0.995427,-0.578829,0.491468,2.21246,0.337693,0.720964,-2.3243
3099,0.156353,0.425774,0.141581,1.07548,1.56634,1.40347,-1.887
3109,3.34815,-0.676277,-0.163897,2.99227,1.33917,1.28423,-1.56293
3114,-0.219935,1.28895,0.631376,0.162955,0.992985,0.777577,-0.813278
3118,-0.0166672,0.65637,-0.165532,0.802994,-0.0722413,0.813678,-2.2827
3194,0.0260966,3.01031,1.71253,1.75422,0.468184,4.90222,-2.16081
3222,2.34488,0.704601,0.152843,0.990914,0.828838,1.44139,-1.296
3226,0.380307,0.108877,0.838372,0.71848,1.40036,2.41109,-2.32767
3263,-0.186886,1.08162,0.828304,0.089561,3.20907,1.29713,-3.4076
3296,1.33949,-0.984984,-0.245295,1.86371,1.63674,1.10845,-2.17306
3309,-0.239188,-0.439062,1.3526,0.793296,0.958103,1.68985,-2.87616
3345,-0.425977,0.657611,0.967383,0.0807547,2.98788,1.27161,-2.44346
3361,0.956953,0.506856,2.61138,0.497554,0.350086,2.15886,-2.81425
3383,1.03043,-0.020293,0.185796,0.171099,1.4618,1.3726,-1.40508
3473,0.988322,0.178798,-0.115665,1.08932,0.103319,2.61361,-1.02861
3491,1.43979,-0.223976,-0.0614486,1.4127,0.885641,1.95278,-2.19181
3561,0.661383,-0.4328,1.1359,1.39142,0.265084,1.00226,1.04341
3567,3.01457,-0.631046,-0.2443,2.52433,1.2104,1.94954,-1.50705
3643,-0.491633,-0.602563,-0.206738,0.906869,2.23516,2.92637,-0.902593
3644,3.73687,0.333673,-0.130784,1.17878,3.37088,3.16095,-1.29734
3690,-0.0533097,-0.450788,-0.0464526,0.700699,1.64055,3.59209,-2.09395
3699,0.543926,0.351045,0.254269,-0.229105,1.93658,1.34871,-1.89702
3716,0.214291,-0.701339,0.408815,0.778462,0.927361,1.49565,-1.54709
3758,0.748483,0.86934,2.03925,0.933981,-0.249501,2.72154,-2.36823
3782,0.683614,-0.625453,1.28409,0.770129,2.52753,2.95453,-2.81411
3879,1.36876,0.594596,3.01496,3.31156,1.15612,5.45859,-4.129
3907,-0.293773,0.869154,1.28719,2.84938,-0.395349,2.77302,-1.7745
